word,translation,category,level,pos,headword,sublist,frequency,source,topic,scene
pretext,,reading_society,6,noun,,,65,IELTS_Reading,,
pretty,,reading_society,6,noun,,,65,IELTS_Reading,,
prevail,,reading_society,6,noun,,,65,IELTS_Reading,,
prevalent,,reading_society,6,noun,,,65,IELTS_Reading,,
prevent,,reading_society,6,noun,,,65,IELTS_Reading,,
prick,,reading_society,6,noun,,,65,IELTS_Reading,,
pride,,reading_society,6,noun,,,65,IELTS_Reading,,
priest,,reading_society,6,noun,,,65,IELTS_Reading,,
primitive,,reading_society,6,noun,,,65,IELTS_Reading,,
prince,,reading_society,6,noun,,,65,IELTS_Reading,,
princess,,reading_society,6,noun,,,65,IELTS_Reading,,
print,,reading_society,6,noun,,,65,IELTS_Reading,,
prison,,reading_society,6,noun,,,65,IELTS_Reading,,
prisoner,,reading_society,6,noun,,,65,IELTS_Reading,,
privacy,,reading_society,6,noun,,,65,IELTS_Reading,,
private,,reading_society,6,noun,,,65,IELTS_Reading,,
privilege,,reading_society,6,noun,,,65,IELTS_Reading,,
prize,,reading_society,6,noun,,,65,IELTS_Reading,,
probability,,reading_society,6,noun,,,65,IELTS_Reading,,
probable,,reading_society,6,noun,,,65,IELTS_Reading,,
probe,,reading_society,6,noun,,,65,IELTS_Reading,,
problem,,reading_society,6,noun,,,65,IELTS_Reading,,
procession,,reading_society,6,noun,,,65,IELTS_Reading,,
proclaim,,reading_society,6,noun,,,65,IELTS_Reading,,
produce,,reading_society,6,noun,,,65,IELTS_Reading,,
production,,reading_society,6,noun,,,65,IELTS_Reading,,
productive,,reading_society,6,noun,,,65,IELTS_Reading,,
productivity,,reading_society,6,noun,,,65,IELTS_Reading,,
proficiency,,reading_society,6,noun,,,65,IELTS_Reading,,
profile,,reading_society,6,noun,,,65,IELTS_Reading,,
profit,,reading_society,6,noun,,,65,IELTS_Reading,,
profitable,,reading_society,6,noun,,,65,IELTS_Reading,,
profound,,reading_society,6,noun,,,65,IELTS_Reading,,
program,,reading_society,6,noun,,,65,IELTS_Reading,,
progress,,reading_society,6,noun,,,65,IELTS_Reading,,
progressive,,reading_society,6,noun,,,65,IELTS_Reading,,
prolong,,reading_society,6,noun,,,65,IELTS_Reading,,
prominent,,reading_society,6,noun,,,65,IELTS_Reading,,
promise,,reading_society,6,noun,,,65,IELTS_Reading,,
promising,,reading_society,6,noun,,,65,IELTS_Reading,,
prompt,,reading_society,6,noun,,,65,IELTS_Reading,,
prone,,reading_society,6,noun,,,65,IELTS_Reading,,
pronoun,,reading_society,6,noun,,,65,IELTS_Reading,,
pronounce,,reading_society,6,noun,,,65,IELTS_Reading,,
pronunciation,,reading_society,6,noun,,,65,IELTS_Reading,,
proof,,reading_society,6,noun,,,65,IELTS_Reading,,
propagate,,reading_society,6,noun,,,65,IELTS_Reading,,
propel,,reading_society,6,noun,,,65,IELTS_Reading,,
proper,,reading_society,6,noun,,,65,IELTS_Reading,,
prophet,,reading_society,6,noun,,,65,IELTS_Reading,,
proposal,,reading_society,6,noun,,,65,IELTS_Reading,,
propose,,reading_society,6,noun,,,65,IELTS_Reading,,
proposition,,reading_society,6,noun,,,65,IELTS_Reading,,
prose,,reading_society,6,noun,,,65,IELTS_Reading,,
prosecute,,reading_society,6,noun,,,65,IELTS_Reading,,
prosper,,reading_society,6,noun,,,65,IELTS_Reading,,
prosperity,,reading_society,6,noun,,,65,IELTS_Reading,,
prosperous,,reading_society,6,noun,,,65,IELTS_Reading,,
protect,,reading_society,6,noun,,,65,IELTS_Reading,,
protective,,reading_society,6,noun,,,65,IELTS_Reading,,
protest,,reading_society,6,noun,,,65,IELTS_Reading,,
prototype,,reading_society,6,noun,,,65,IELTS_Reading,,
proud,,reading_society,6,noun,,,65,IELTS_Reading,,
prove,,reading_society,6,noun,,,65,IELTS_Reading,,
proverb,,reading_society,6,noun,,,65,IELTS_Reading,,
provide,,reading_society,6,noun,,,65,IELTS_Reading,,
provided,,reading_society,6,noun,,,65,IELTS_Reading,,
province,,reading_society,6,noun,,,65,IELTS_Reading,,
provincial,,reading_society,6,noun,,,65,IELTS_Reading,,
provision,,reading_society,6,noun,,,65,IELTS_Reading,,
provoke,,reading_society,6,noun,,,65,IELTS_Reading,,
public,,reading_society,6,noun,,,65,IELTS_Reading,,
publicity,,reading_society,6,noun,,,65,IELTS_Reading,,
pudding,,reading_society,6,noun,,,65,IELTS_Reading,,
pull,,reading_society,6,noun,,,65,IELTS_Reading,,
pump,,reading_society,6,noun,,,65,IELTS_Reading,,
pumpkin,,reading_society,6,noun,,,65,IELTS_Reading,,
punch,,reading_society,6,noun,,,65,IELTS_Reading,,
punctual,,reading_society,6,noun,,,65,IELTS_Reading,,
punish,,reading_society,6,noun,,,65,IELTS_Reading,,
puppet,,reading_society,6,noun,,,65,IELTS_Reading,,
pure,,reading_society,6,noun,,,65,IELTS_Reading,,
purify,,reading_society,6,noun,,,65,IELTS_Reading,,
purple,,reading_society,6,noun,,,65,IELTS_Reading,,
purpose,,reading_society,6,noun,,,65,IELTS_Reading,,
purse,,reading_society,6,noun,,,65,IELTS_Reading,,
push,,reading_society,6,noun,,,65,IELTS_Reading,,
put,,reading_society,6,noun,,,65,IELTS_Reading,,
puzzle,,reading_society,6,noun,,,65,IELTS_Reading,,
pyramid,,reading_society,6,noun,,,65,IELTS_Reading,,
quality,,reading_society,6,noun,,,65,IELTS_Reading,,
quantify,,reading_society,6,noun,,,65,IELTS_Reading,,
quantity,,reading_society,6,noun,,,65,IELTS_Reading,,
quarrel,,reading_society,6,noun,,,65,IELTS_Reading,,
quart,,reading_society,6,noun,,,65,IELTS_Reading,,
quarter,,reading_society,6,noun,,,65,IELTS_Reading,,
queen,,reading_society,6,noun,,,65,IELTS_Reading,,
queer,,reading_society,6,noun,,,65,IELTS_Reading,,
quest,,reading_society,6,noun,,,65,IELTS_Reading,,
question,,reading_society,6,noun,,,65,IELTS_Reading,,
questionnaire,,reading_society,6,noun,,,65,IELTS_Reading,,
queue,,reading_society,6,noun,,,65,IELTS_Reading,,
quick,,reading_society,6,noun,,,65,IELTS_Reading,,
quiet,,reading_society,6,noun,,,65,IELTS_Reading,,
quilt,,reading_society,6,noun,,,65,IELTS_Reading,,
quiver,,reading_society,6,noun,,,65,IELTS_Reading,,
quota,,reading_society,6,noun,,,65,IELTS_Reading,,
rabbit,,reading_society,6,noun,,,65,IELTS_Reading,,
race,,reading_society,6,noun,,,65,IELTS_Reading,,
racial,,reading_society,6,noun,,,65,IELTS_Reading,,
racism,,reading_society,6,noun,,,65,IELTS_Reading,,
rack,,reading_society,6,noun,,,65,IELTS_Reading,,
racket,,reading_society,6,noun,,,65,IELTS_Reading,,
radar,,reading_society,6,noun,,,65,IELTS_Reading,,
radiate,,reading_society,6,noun,,,65,IELTS_Reading,,
radio,,reading_society,6,noun,,,65,IELTS_Reading,,
radius,,reading_society,6,noun,,,65,IELTS_Reading,,
rag,,reading_society,6,noun,,,65,IELTS_Reading,,
rage,,reading_society,6,noun,,,65,IELTS_Reading,,
raid,,reading_society,6,noun,,,65,IELTS_Reading,,
rail,,reading_society,6,noun,,,65,IELTS_Reading,,
railroad,,reading_society,6,noun,,,65,IELTS_Reading,,
rain,,reading_society,6,noun,,,65,IELTS_Reading,,
rainbow,,reading_society,6,noun,,,65,IELTS_Reading,,
raincoat,,reading_society,6,noun,,,65,IELTS_Reading,,
raise,,reading_society,6,noun,,,65,IELTS_Reading,,
rake,,reading_society,6,noun,,,65,IELTS_Reading,,
rally,,reading_society,6,noun,,,65,IELTS_Reading,,
rank,,reading_society,6,noun,,,65,IELTS_Reading,,
rap,,reading_society,6,noun,,,65,IELTS_Reading,,
rapid,,reading_society,6,noun,,,65,IELTS_Reading,,
rare,,reading_society,6,noun,,,65,IELTS_Reading,,
rascal,,reading_society,6,noun,,,65,IELTS_Reading,,
rat,,reading_society,6,noun,,,65,IELTS_Reading,,
raw,,reading_society,6,noun,,,65,IELTS_Reading,,
ray,,reading_society,6,noun,,,65,IELTS_Reading,,
razor,,reading_society,6,noun,,,65,IELTS_Reading,,
reach,,reading_society,6,noun,,,65,IELTS_Reading,,
read,,reading_society,6,noun,,,65,IELTS_Reading,,
reader,,reading_society,6,noun,,,65,IELTS_Reading,,
readily,,reading_society,6,noun,,,65,IELTS_Reading,,
ready,,reading_society,6,noun,,,65,IELTS_Reading,,
real,,reading_society,6,noun,,,65,IELTS_Reading,,
realistic,,reading_society,6,noun,,,65,IELTS_Reading,,
reality,,reading_society,6,noun,,,65,IELTS_Reading,,
realm,,reading_society,6,noun,,,65,IELTS_Reading,,
reap,,reading_society,6,noun,,,65,IELTS_Reading,,
rear,,reading_society,6,noun,,,65,IELTS_Reading,,
reason,,reading_society,6,noun,,,65,IELTS_Reading,,
reasonable,,reading_society,6,noun,,,65,IELTS_Reading,,
reassure,,reading_society,6,noun,,,65,IELTS_Reading,,
rebel,,reading_society,6,noun,,,65,IELTS_Reading,,
rebellion,,reading_society,6,noun,,,65,IELTS_Reading,,
recall,,reading_society,6,noun,,,65,IELTS_Reading,,
recede,,reading_society,6,noun,,,65,IELTS_Reading,,
receive,,reading_society,6,noun,,,65,IELTS_Reading,,
receiver,,reading_society,6,noun,,,65,IELTS_Reading,,
recent,,reading_society,6,noun,,,65,IELTS_Reading,,
recently,,reading_society,6,noun,,,65,IELTS_Reading,,
receptive,,reading_society,6,noun,,,65,IELTS_Reading,,
recession,,reading_society,6,noun,,,65,IELTS_Reading,,
recipient,,reading_society,6,noun,,,65,IELTS_Reading,,
reciprocal,,reading_society,6,noun,,,65,IELTS_Reading,,
recite,,reading_society,6,noun,,,65,IELTS_Reading,,
reckless,,reading_society,6,noun,,,65,IELTS_Reading,,
reckon,,reading_society,6,noun,,,65,IELTS_Reading,,
recognition,,reading_society,6,noun,,,65,IELTS_Reading,,
recollect,,reading_society,6,noun,,,65,IELTS_Reading,,
recommend,,reading_society,6,noun,,,65,IELTS_Reading,,
reconcile,,reading_society,6,noun,,,65,IELTS_Reading,,
reconciliation,,reading_society,6,noun,,,65,IELTS_Reading,,
record,,reading_society,6,noun,,,65,IELTS_Reading,,
recorder,,reading_society,6,noun,,,65,IELTS_Reading,,
recreation,,reading_society,6,noun,,,65,IELTS_Reading,,
rectangle,,reading_society,6,noun,,,65,IELTS_Reading,,
rectify,,reading_society,6,noun,,,65,IELTS_Reading,,
recur,,reading_society,6,noun,,,65,IELTS_Reading,,
red,,reading_society,6,noun,,,65,IELTS_Reading,,
reduce,,reading_society,6,noun,,,65,IELTS_Reading,,
reduction,,reading_society,6,noun,,,65,IELTS_Reading,,
reed,,reading_society,6,noun,,,65,IELTS_Reading,,
refer,,reading_society,6,noun,,,65,IELTS_Reading,,
referee,,reading_society,6,noun,,,65,IELTS_Reading,,
refined,,reading_society,6,noun,,,65,IELTS_Reading,,
reflection,,reading_society,6,noun,,,65,IELTS_Reading,,
reflex,,reading_society,6,noun,,,65,IELTS_Reading,,
reform,,reading_society,6,noun,,,65,IELTS_Reading,,
refrain,,reading_society,6,noun,,,65,IELTS_Reading,,
refresh,,reading_society,6,noun,,,65,IELTS_Reading,,
refreshment,,reading_society,6,noun,,,65,IELTS_Reading,,
refuge,,reading_society,6,noun,,,65,IELTS_Reading,,
refugee,,reading_society,6,noun,,,65,IELTS_Reading,,
refusal,,reading_society,6,noun,,,65,IELTS_Reading,,
refuse,,reading_society,6,noun,,,65,IELTS_Reading,,
refute,,reading_society,6,noun,,,65,IELTS_Reading,,
regarding,,reading_society,6,noun,,,65,IELTS_Reading,,
regardless,,reading_society,6,noun,,,65,IELTS_Reading,,
regret,,reading_society,6,noun,,,65,IELTS_Reading,,
regular,,reading_society,6,noun,,,65,IELTS_Reading,,
rehearsal,,reading_society,6,noun,,,65,IELTS_Reading,,
reign,,reading_society,6,noun,,,65,IELTS_Reading,,
rein,,reading_society,6,noun,,,65,IELTS_Reading,,
relation,,reading_society,6,noun,,,65,IELTS_Reading,,
relationship,,reading_society,6,noun,,,65,IELTS_Reading,,
relativity,,reading_society,6,noun,,,65,IELTS_Reading,,
relax,,reading_society,6,noun,,,65,IELTS_Reading,,
relay,,reading_society,6,noun,,,65,IELTS_Reading,,
release,,reading_society,6,noun,,,65,IELTS_Reading,,
relief,,reading_society,6,noun,,,65,IELTS_Reading,,
relieve,,reading_society,6,noun,,,65,IELTS_Reading,,
religion,,reading_society,6,noun,,,65,IELTS_Reading,,
religious,,reading_society,6,noun,,,65,IELTS_Reading,,
relish,,reading_society,6,noun,,,65,IELTS_Reading,,
reluctant,,reading_society,6,noun,,,65,IELTS_Reading,,
remain,,reading_society,6,noun,,,65,IELTS_Reading,,
remainder,,reading_society,6,noun,,,65,IELTS_Reading,,
remains,,reading_society,6,noun,,,65,IELTS_Reading,,
remark,,reading_society,6,noun,,,65,IELTS_Reading,,
remarkable,,reading_society,6,noun,,,65,IELTS_Reading,,
remember,,reading_society,6,noun,,,65,IELTS_Reading,,
remind,,reading_society,6,noun,,,65,IELTS_Reading,,
reminiscent,,reading_society,6,noun,,,65,IELTS_Reading,,
remote,,reading_society,6,noun,,,65,IELTS_Reading,,
renaissance,,reading_society,6,noun,,,65,IELTS_Reading,,
render,,reading_society,6,noun,,,65,IELTS_Reading,,
renew,,reading_society,6,noun,,,65,IELTS_Reading,,
renovate,,reading_society,6,noun,,,65,IELTS_Reading,,
renown,,reading_society,6,noun,,,65,IELTS_Reading,,
repair,,reading_society,6,noun,,,65,IELTS_Reading,,
repay,,reading_society,6,noun,,,65,IELTS_Reading,,
repeat,,reading_society,6,noun,,,65,IELTS_Reading,,
repeatedly,,reading_society,6,noun,,,65,IELTS_Reading,,
repel,,reading_society,6,noun,,,65,IELTS_Reading,,
repertoire,,reading_society,6,noun,,,65,IELTS_Reading,,
repetition,,reading_society,6,noun,,,65,IELTS_Reading,,
replace,,reading_society,6,noun,,,65,IELTS_Reading,,
replacement,,reading_society,6,noun,,,65,IELTS_Reading,,
representative,,reading_society,6,noun,,,65,IELTS_Reading,,
repression,,reading_society,6,noun,,,65,IELTS_Reading,,
reproach,,reading_society,6,noun,,,65,IELTS_Reading,,
reptile,,reading_society,6,noun,,,65,IELTS_Reading,,
republic,,reading_society,6,noun,,,65,IELTS_Reading,,
republican,,reading_society,6,noun,,,65,IELTS_Reading,,
reputation,,reading_society,6,noun,,,65,IELTS_Reading,,
request,,reading_society,6,noun,,,65,IELTS_Reading,,
requisite,,reading_society,6,noun,,,65,IELTS_Reading,,
rescue,,reading_society,6,noun,,,65,IELTS_Reading,,
resemblance,,reading_society,6,noun,,,65,IELTS_Reading,,
resemble,,reading_society,6,noun,,,65,IELTS_Reading,,
resent,,reading_society,6,noun,,,65,IELTS_Reading,,
reservoir,,reading_society,6,noun,,,65,IELTS_Reading,,
resident,,reading_society,6,noun,,,65,IELTS_Reading,,
resist,,reading_society,6,noun,,,65,IELTS_Reading,,
resistant,,reading_society,6,noun,,,65,IELTS_Reading,,
resolute,,reading_society,6,noun,,,65,IELTS_Reading,,
resolution,,reading_society,6,noun,,,65,IELTS_Reading,,
resort,,reading_society,6,noun,,,65,IELTS_Reading,,
respect,,reading_society,6,noun,,,65,IELTS_Reading,,
respective,,reading_society,6,noun,,,65,IELTS_Reading,,
responsibility,,reading_society,6,noun,,,65,IELTS_Reading,,
rest,,reading_society,6,noun,,,65,IELTS_Reading,,
restless,,reading_society,6,noun,,,65,IELTS_Reading,,
restore,,reading_society,6,noun,,,65,IELTS_Reading,,
restrain,,reading_society,6,noun,,,65,IELTS_Reading,,
restraint,,reading_society,6,noun,,,65,IELTS_Reading,,
result,,reading_society,6,noun,,,65,IELTS_Reading,,
resultant,,reading_society,6,noun,,,65,IELTS_Reading,,
retention,,reading_society,6,noun,,,65,IELTS_Reading,,
retort,,reading_society,6,noun,,,65,IELTS_Reading,,
retreat,,reading_society,6,noun,,,65,IELTS_Reading,,
retrieve,,reading_society,6,noun,,,65,IELTS_Reading,,
retrospect,,reading_society,6,noun,,,65,IELTS_Reading,,
return,,reading_society,6,noun,,,65,IELTS_Reading,,
reunion,,reading_society,6,noun,,,65,IELTS_Reading,,
revelation,,reading_society,6,noun,,,65,IELTS_Reading,,
revenge,,reading_society,6,noun,,,65,IELTS_Reading,,
revert,,reading_society,6,noun,,,65,IELTS_Reading,,
review,,reading_society,6,noun,,,65,IELTS_Reading,,
revive,,reading_society,6,noun,,,65,IELTS_Reading,,
revolt,,reading_society,6,noun,,,65,IELTS_Reading,,
revolutionary,,reading_society,6,noun,,,65,IELTS_Reading,,
revolve,,reading_society,6,noun,,,65,IELTS_Reading,,
reward,,reading_society,6,noun,,,65,IELTS_Reading,,
rhythm,,reading_society,6,noun,,,65,IELTS_Reading,,
rib,,reading_society,6,noun,,,65,IELTS_Reading,,
ribbon,,reading_society,6,noun,,,65,IELTS_Reading,,
rice,,reading_society,6,noun,,,65,IELTS_Reading,,
rich,,reading_society,6,noun,,,65,IELTS_Reading,,
rid,,reading_society,6,noun,,,65,IELTS_Reading,,
riddle,,reading_society,6,noun,,,65,IELTS_Reading,,
ride,,reading_society,6,noun,,,65,IELTS_Reading,,
ridge,,reading_society,6,noun,,,65,IELTS_Reading,,
ridiculous,,reading_society,6,noun,,,65,IELTS_Reading,,
rifle,,reading_society,6,noun,,,65,IELTS_Reading,,
right,,reading_society,6,noun,,,65,IELTS_Reading,,
ring,,reading_society,6,noun,,,65,IELTS_Reading,,
riot,,reading_society,6,noun,,,65,IELTS_Reading,,
rip,,reading_society,6,noun,,,65,IELTS_Reading,,
ripe,,reading_society,6,noun,,,65,IELTS_Reading,,
rise,,reading_society,6,noun,,,65,IELTS_Reading,,
risk,,reading_society,6,noun,,,65,IELTS_Reading,,
risky,,reading_society,6,noun,,,65,IELTS_Reading,,
rival,,reading_society,6,noun,,,65,IELTS_Reading,,
river,,reading_society,6,noun,,,65,IELTS_Reading,,
road,,reading_society,6,noun,,,65,IELTS_Reading,,
roar,,reading_society,6,noun,,,65,IELTS_Reading,,
roast,,reading_society,6,noun,,,65,IELTS_Reading,,
rob,,reading_society,6,noun,,,65,IELTS_Reading,,
robbery,,reading_society,6,noun,,,65,IELTS_Reading,,
robe,,reading_society,6,noun,,,65,IELTS_Reading,,
robust,,reading_society,6,noun,,,65,IELTS_Reading,,
rock,,reading_society,6,noun,,,65,IELTS_Reading,,
rocket,,reading_society,6,noun,,,65,IELTS_Reading,,
rod,,reading_society,6,noun,,,65,IELTS_Reading,,
roll,,reading_society,6,noun,,,65,IELTS_Reading,,
romance,,reading_society,6,noun,,,65,IELTS_Reading,,
romantic,,reading_society,6,noun,,,65,IELTS_Reading,,
roof,,reading_society,6,noun,,,65,IELTS_Reading,,
room,,reading_society,6,noun,,,65,IELTS_Reading,,
root,,reading_society,6,noun,,,65,IELTS_Reading,,
rope,,reading_society,6,noun,,,65,IELTS_Reading,,
rose,,reading_society,6,noun,,,65,IELTS_Reading,,
rotate,,reading_society,6,noun,,,65,IELTS_Reading,,
rotation,,reading_society,6,noun,,,65,IELTS_Reading,,
rotten,,reading_society,6,noun,,,65,IELTS_Reading,,
rough,,reading_society,6,noun,,,65,IELTS_Reading,,
round,,reading_society,6,noun,,,65,IELTS_Reading,,
rouse,,reading_society,6,noun,,,65,IELTS_Reading,,
routine,,reading_society,6,noun,,,65,IELTS_Reading,,
row,,reading_society,6,noun,,,65,IELTS_Reading,,
royal,,reading_society,6,noun,,,65,IELTS_Reading,,
royalty,,reading_society,6,noun,,,65,IELTS_Reading,,
rub,,reading_society,6,noun,,,65,IELTS_Reading,,
rubber,,reading_society,6,noun,,,65,IELTS_Reading,,
rubbish,,reading_society,6,noun,,,65,IELTS_Reading,,
rude,,reading_society,6,noun,,,65,IELTS_Reading,,
ruin,,reading_society,6,noun,,,65,IELTS_Reading,,
rule,,reading_society,6,noun,,,65,IELTS_Reading,,
ruler,,reading_society,6,noun,,,65,IELTS_Reading,,
rumor,,reading_society,6,noun,,,65,IELTS_Reading,,
run,,reading_society,6,noun,,,65,IELTS_Reading,,
rural,,reading_society,6,noun,,,65,IELTS_Reading,,
rush,,reading_society,6,noun,,,65,IELTS_Reading,,
rust,,reading_society,6,noun,,,65,IELTS_Reading,,
sacred,,reading_society,6,noun,,,65,IELTS_Reading,,
sacrifice,,reading_society,6,noun,,,65,IELTS_Reading,,
sad,,reading_society,6,noun,,,65,IELTS_Reading,,
saddle,,reading_society,6,noun,,,65,IELTS_Reading,,
safe,,reading_society,6,noun,,,65,IELTS_Reading,,
safety,,reading_society,6,noun,,,65,IELTS_Reading,,
sail,,reading_society,6,noun,,,65,IELTS_Reading,,
sailing,,reading_society,6,noun,,,65,IELTS_Reading,,
sailor,,reading_society,6,noun,,,65,IELTS_Reading,,
saint,,reading_society,6,noun,,,65,IELTS_Reading,,
sake,,reading_society,6,noun,,,65,IELTS_Reading,,
salad,,reading_society,6,noun,,,65,IELTS_Reading,,
salesman,,reading_society,6,noun,,,65,IELTS_Reading,,
salient,,reading_society,6,noun,,,65,IELTS_Reading,,
salt,,reading_society,6,noun,,,65,IELTS_Reading,,
salute,,reading_society,6,noun,,,65,IELTS_Reading,,
salvation,,reading_society,6,noun,,,65,IELTS_Reading,,
same,,reading_society,6,noun,,,65,IELTS_Reading,,
sample,,reading_society,6,noun,,,65,IELTS_Reading,,
sanction,,reading_society,6,noun,,,65,IELTS_Reading,,
sand,,reading_society,6,noun,,,65,IELTS_Reading,,
sandwich,,reading_society,6,noun,,,65,IELTS_Reading,,
satisfaction,,reading_society,6,noun,,,65,IELTS_Reading,,
satisfactory,,reading_society,6,noun,,,65,IELTS_Reading,,
satisfy,,reading_society,6,noun,,,65,IELTS_Reading,,
saturate,,reading_society,6,noun,,,65,IELTS_Reading,,
Saturday,,reading_society,6,noun,,,65,IELTS_Reading,,
sauce,,reading_society,6,noun,,,65,IELTS_Reading,,
saucer,,reading_society,6,noun,,,65,IELTS_Reading,,
sausage,,reading_society,6,noun,,,65,IELTS_Reading,,
savage,,reading_society,6,noun,,,65,IELTS_Reading,,
save,,reading_society,6,noun,,,65,IELTS_Reading,,
saw,,reading_society,6,noun,,,65,IELTS_Reading,,
say,,reading_society,6,noun,,,65,IELTS_Reading,,
scale,,reading_society,6,noun,,,65,IELTS_Reading,,
scandal,,reading_society,6,noun,,,65,IELTS_Reading,,
scar,,reading_society,6,noun,,,65,IELTS_Reading,,
scarce,,reading_society,6,noun,,,65,IELTS_Reading,,
scare,,reading_society,6,noun,,,65,IELTS_Reading,,
scarf,,reading_society,6,noun,,,65,IELTS_Reading,,
scatter,,reading_society,6,noun,,,65,IELTS_Reading,,
scene,,reading_society,6,noun,,,65,IELTS_Reading,,
scenery,,reading_society,6,noun,,,65,IELTS_Reading,,
scent,,reading_society,6,noun,,,65,IELTS_Reading,,
school,,reading_society,6,noun,,,65,IELTS_Reading,,
scissors,,reading_society,6,noun,,,65,IELTS_Reading,,
scold,,reading_society,6,noun,,,65,IELTS_Reading,,
scorn,,reading_society,6,noun,,,65,IELTS_Reading,,
scout,,reading_society,6,noun,,,65,IELTS_Reading,,
scramble,,reading_society,6,noun,,,65,IELTS_Reading,,
scrap,,reading_society,6,noun,,,65,IELTS_Reading,,
scrape,,reading_society,6,noun,,,65,IELTS_Reading,,
scratch,,reading_society,6,noun,,,65,IELTS_Reading,,
scream,,reading_society,6,noun,,,65,IELTS_Reading,,
screen,,reading_society,6,noun,,,65,IELTS_Reading,,
screw,,reading_society,6,noun,,,65,IELTS_Reading,,
script,,reading_society,6,noun,,,65,IELTS_Reading,,
scrutiny,,reading_society,6,noun,,,65,IELTS_Reading,,
sculpture,,reading_society,6,noun,,,65,IELTS_Reading,,
sea,,reading_society,6,noun,,,65,IELTS_Reading,,
seal,,reading_society,6,noun,,,65,IELTS_Reading,,
search,,reading_society,6,noun,,,65,IELTS_Reading,,
season,,reading_society,6,noun,,,65,IELTS_Reading,,
seasonal,,reading_society,6,noun,,,65,IELTS_Reading,,
seat,,reading_society,6,noun,,,65,IELTS_Reading,,
second,,reading_society,6,noun,,,65,IELTS_Reading,,
secondary,,reading_society,6,noun,,,65,IELTS_Reading,,
secret,,reading_society,6,noun,,,65,IELTS_Reading,,
see,,reading_society,6,noun,,,65,IELTS_Reading,,
seed,,reading_society,6,noun,,,65,IELTS_Reading,,
seem,,reading_society,6,noun,,,65,IELTS_Reading,,
seemingly,,reading_society,6,noun,,,65,IELTS_Reading,,
segment,,reading_society,6,noun,,,65,IELTS_Reading,,
segregate,,reading_society,6,noun,,,65,IELTS_Reading,,
seize,,reading_society,6,noun,,,65,IELTS_Reading,,
seldom,,reading_society,6,noun,,,65,IELTS_Reading,,
self,,reading_society,6,noun,,,65,IELTS_Reading,,
selfish,,reading_society,6,noun,,,65,IELTS_Reading,,
sell,,reading_society,6,noun,,,65,IELTS_Reading,,
senate,,reading_society,6,noun,,,65,IELTS_Reading,,
senator,,reading_society,6,noun,,,65,IELTS_Reading,,
send,,reading_society,6,noun,,,65,IELTS_Reading,,
sense,,reading_society,6,noun,,,65,IELTS_Reading,,
sensible,,reading_society,6,noun,,,65,IELTS_Reading,,
sensitive,,reading_society,6,noun,,,65,IELTS_Reading,,
sentence,,reading_society,6,noun,,,65,IELTS_Reading,,
sentiment,,reading_society,6,noun,,,65,IELTS_Reading,,
separate,,reading_society,6,noun,,,65,IELTS_Reading,,
serial,,reading_society,6,noun,,,65,IELTS_Reading,,
serious,,reading_society,6,noun,,,65,IELTS_Reading,,
servant,,reading_society,6,noun,,,65,IELTS_Reading,,
serve,,reading_society,6,noun,,,65,IELTS_Reading,,
service,,reading_society,6,noun,,,65,IELTS_Reading,,
session,,reading_society,6,noun,,,65,IELTS_Reading,,
set,,reading_society,6,noun,,,65,IELTS_Reading,,
setback,,reading_society,6,noun,,,65,IELTS_Reading,,
setting,,reading_society,6,noun,,,65,IELTS_Reading,,
settle,,reading_society,6,noun,,,65,IELTS_Reading,,
settlement,,reading_society,6,noun,,,65,IELTS_Reading,,
several,,reading_society,6,noun,,,65,IELTS_Reading,,
severe,,reading_society,6,noun,,,65,IELTS_Reading,,
sew,,reading_society,6,noun,,,65,IELTS_Reading,,
shabby,,reading_society,6,noun,,,65,IELTS_Reading,,
shade,,reading_society,6,noun,,,65,IELTS_Reading,,
shadow,,reading_society,6,noun,,,65,IELTS_Reading,,
shady,,reading_society,6,noun,,,65,IELTS_Reading,,
shake,,reading_society,6,noun,,,65,IELTS_Reading,,
shall,,reading_society,6,noun,,,65,IELTS_Reading,,
shallow,,reading_society,6,noun,,,65,IELTS_Reading,,
shame,,reading_society,6,noun,,,65,IELTS_Reading,,
shape,,reading_society,6,noun,,,65,IELTS_Reading,,
share,,reading_society,6,noun,,,65,IELTS_Reading,,
shark,,reading_society,6,noun,,,65,IELTS_Reading,,
sharp,,reading_society,6,noun,,,65,IELTS_Reading,,
shatter,,reading_society,6,noun,,,65,IELTS_Reading,,
shave,,reading_society,6,noun,,,65,IELTS_Reading,,
she,,reading_society,6,noun,,,65,IELTS_Reading,,
shed,,reading_society,6,noun,,,65,IELTS_Reading,,
sheep,,reading_society,6,noun,,,65,IELTS_Reading,,
sheer,,reading_society,6,noun,,,65,IELTS_Reading,,
shelf,,reading_society,6,noun,,,65,IELTS_Reading,,
shell,,reading_society,6,noun,,,65,IELTS_Reading,,
shelter,,reading_society,6,noun,,,65,IELTS_Reading,,
shepherd,,reading_society,6,noun,,,65,IELTS_Reading,,
shield,,reading_society,6,noun,,,65,IELTS_Reading,,
shine,,reading_society,6,noun,,,65,IELTS_Reading,,
shipment,,reading_society,6,noun,,,65,IELTS_Reading,,
shirt,,reading_society,6,noun,,,65,IELTS_Reading,,
shiver,,reading_society,6,noun,,,65,IELTS_Reading,,
